"Request","model","Lat","Long","boxid","sampleid","reachid","station","location","SampleDate","UID","SiteCode","MasterCode","state","rolled","SiteID2","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","POINT_X","POINT_Y","DOY","ELEV_SITE","NHDSLOPE","ECO3","ECO4","TMAXPT","TMAX_AVE","TMEAN_AVE","TMIN_AVE","RH_AVE","TMEANPT","MEANP_AVE","MAXP_AVE","MAXWD_AVE","FST32F_AVE","EVI_MAX_AVE","ELEV_MIN","ELEV_MEAN","DD_LAT_Y","SQ_KM","TMAX_PT","LOG_LT_PPT_PT","Sq_km","LOG_KM2","ELVmean_WS","ELVmin_WS","KFCT_WS","PMIN_WS","RH_WS","TMAX_WS","TMEAN_PT","TMEAN_WS","PMIN_PT","WSA_SQKM","ELVmax_WS","precip","temp","east","elev_sqrt","ELEV_WS","Lat_Dec","LOG_XP_PT","Long_Dec","PRCPSHORTWS","SQRT_TOPO","SUMMER","WINTER","ClimateE","MetricE","GRIDCODE","ShedAreakm","AreaHect","SprgNum_WS","MINEnum_WS","DAMnum_WS","DAMvol_WS","StreamDens","BLMPct","PrivPct","HydrAlt_km","RdDens","Urban_WS","AG_WS","Psum_PT","Psum_WS","AreaKM","daynum","FID","qc_site","EVI_MAX_AV","OBJECTID","Long_","sampdate","SlopeE","PRCPSHORTW","Priority_s","Bug_model","WQ_model","OLD_UID","Existing_w","Project","Rolled"
16,"ANTHRO",41.6063995,-111.3270035,NA,NA,NA,NA,"Randolph MIM Exclosure","9/20/2016","3A57C811-3996-4978-BF5D-8CAAD01405C3","WD-TR-023","WD-TR-023","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.792733,31.5021992,15.3274002,0,2.3008001,0.720076,0,484,632.3330078,22.6226006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.8793983,-111.197998,NA,NA,NA,NA,"Starvation Creek","8/3/2014","9734304471","MS-LS-3024","BLM13-3024","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,0,0,0.658085,2.5014801,25.6550999,0,1.6999201,0.0887521,0.0172894,464,563.7659912,78.0827026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.6155014,-112.7689972,NA,NA,NA,NA," ","6/10/2015","8554840102","XS-LS-6016","BLM13-6016","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,34,0,0,0.567085,61.5686989,18.4267006,7.4206901,0.997065,0.636677,1.9750299,313,395.2200012,1296.119995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.6577988,-112.7450027,NA,NA,NA,NA,"Unamed","8/3/2016","1624717B-F7A5-42D9-A34A-E731FE4FB4B9","SL-SS-12513","BLMMaster-12513","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,3,0,0,0.944139,37.8907013,24.5349998,5.30757,0.987031,0.276203,0.445488,306,464.7260132,60.6077003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.0108986,-114.0240021,NA,NA,NA,NA,"West Deep Creek","9/4/2016","27B3C3E8-EC50-494D-AC8C-CEF6EF4DC092","WD-TR-014","WD-TR-014","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,1,0,0.943406,19.3521996,7.2498398,0,0.808531,0.240136,1.38799,271,289.04599,296.4570007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.9161987,-113.9840012,NA,NA,NA,NA,"Fifteenmile Creek","9/2/2016","4C576E84-1AA1-4A72-9A43-DD903CC7B9E5","WD-TR-001","WD-TR-001","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,15,0,0,0.857946,9.1055002,5.8654599,0,0.729162,0.113113,0,289,489.4819946,145.6060028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.9832993,-112.7559967,NA,NA,NA,NA,"Indian Creek","9/13/2016","F5FD0BCA-B108-43C7-BCBF-D87EFD68BDCF","WD-TR-008","WD-TR-008","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,9,0,0,0.779195,61.5121002,38.4878998,0,0.932963,0,0,467,576.7600098,6.3896499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.9715996,-113.9720001,NA,NA,NA,NA,"Pole Creek","7/25/2016","6B50AFC0-0A9D-4AD3-ABC6-5E71A47FB8F9","SL-LS-12065","BLMMaster-12065","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.783773,46.0303993,52.2296982,0,0.56343,0,0.0089686,319,473.7479858,50.1749001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.9597015,-113.9469986,NA,NA,NA,NA,"Pole Creek","6/24/2016","104222E1-F5F4-40D2-B33B-F27F5E13A14A","W21O2","UNEQUAL-181","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.764044,34.3678017,63.0346985,0,0.39719,0,0,340,523.0739746,29.9981003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.9505005,-113.9530029,NA,NA,NA,NA,"Pole trib","6/25/2016","CF12E42F-2F95-4B41-B23C-99DCE7609E50","W2061","UNEQUAL-157","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.677441,40.5421982,59.4580002,0,0.858516,0,0,351,436.4079895,12.2306004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.9329987,-112.6669998,NA,NA,NA,NA,"Aspen Creek","8/10/2016","E4BD3F9B-724A-4AA6-84E7-639791ACA01E","WD-TR-007","WD-TR-007","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.492372,100,0,0,0.0971299,0,0,448,528.6660156,6.0524201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.5970001,-111.3119965,NA,NA,NA,NA,"Randolph Creek","8/15/2016","47BC2A74-99A2-4117-979C-E98F3D211020","SL-SS-10577","BLMMaster-10577","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.770048,40.7974014,16.3675995,0,2.1278701,0.58442,0,468,607.5159912,37.5756989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.8722,-111.1920013,NA,NA,NA,NA,"Starvation Creek","7/6/2016","4CF2AD83-BF71-4457-9BFE-A80EE6994FC4","SL-SS-11068","BLMMaster-11068","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.680182,2.2727399,48.4227982,0,2.1356101,0,0,464,483.1289978,38.4295998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.7969017,-111.1480026,NA,NA,NA,NA,"Duck Creek","8/16/2016","71E0234D-3BB6-4128-AF9F-43EF7D1E13BC","SL-SS-10001","BLMMaster-10001","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.6246,100,0,0,2.2069499,0.60237,0,331,401.8160095,12.2516003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.7481003,-112.7229996,NA,NA,NA,NA,"Unamed","6/6/2016","5AEB4D76-9E01-4E86-BBA3-BE10D1DD481C","SL-LS-10465","BLMMaster-10465","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,57,0,0,0.618996,62.8008003,17.6415997,21.3792,0.963637,0.602747,1.7832201,292,397.0939941,1539.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.9878006,-113.8949966,NA,NA,NA,NA,"Unamed","6/23/2016","F49CC556-34A1-4D02-B776-9DD44CF5742D","SL-SS-11041","BLMMaster-11041","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,17,0,0,0.80468,32.2366982,53.3363991,0,0.894203,0,0,442,600.2290039,17.7497997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.9329987,-112.6669998,NA,NA,NA,NA,"Judd Creek Trib","8/9/2016","D19CA54F-485B-4234-A44A-3529D20B255A","WD-TR-010","WD-TR-010","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.492372,100,0,0,0.0971299,0,0,448,528.6660156,6.0524201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.6591988,-111.2699966,NA,NA,NA,NA,"Little Creek","8/17/2016","E860212B-9629-4ADC-B1EA-2F5B91992CA3","W206O2","UNEQUAL-187","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1.05735,36.844101,15.1163998,0,2.6013899,0.21223,0,442,573.4790039,11.8739004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.7873001,-111.3119965,NA,NA,NA,NA,"Laketown Canyon","6/15/2016","934639AE-7297-4AF6-8C0A-369628029D8F","W2082","UNEQUAL-179","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.658854,54.2514,35.8350983,0,2.08956,1.4520299,0,515,650.7509766,32.9744987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.9518013,-113.6819992,NA,NA,NA,NA,"Raft River","6/21/2016","52AD7A2C-6E6D-4E2A-B336-7F0E17596613","SL-LS-14033","BLMMaster-14033","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,22,1,0.0106696,0.92745,12.1042995,74.9073029,0,0.816009,0.521627,1.72104,319,427.8519897,377.5109863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.0620003,-111.5650024,NA,NA,NA,NA,"Weber River","9/28/2016","BF6B1A91-82FD-41EB-AAE7-9E8BA42EF461","SL-RV-15697","BLMMaster-15697","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,172,20,2.0696299,0.638994,0.140923,83.8298035,96.004303,1.43978,1.68934,3.0736799,566,622.5230103,3082.659912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.7663002,-111.1849976,NA,NA,NA,NA,"Sage Creek","8/19/2016","4F6DDEA1-009C-4D5B-88D9-B1F364CD12D7","W210O2","UNEQUAL-191","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.759428,79.3255997,20.6739998,0,2.1317501,0,0.11886,380,447.6359863,21.9585991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",41.6960983,-113.7809982,NA,NA,NA,NA,"North Fork Red Butte Creek","7/27/2016","6D9FE9C8-EEAE-40F8-A7C8-305A960008E2","SL-SS-11729","BLMMaster-11729","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.58617,75.5386963,24.4610996,0,0.106503,0,0,580,675.5549927,5.0339999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",37.3300018,-113.7220001,NA,NA,NA,NA,"Magotsu Creek","6/20/2014","8473724739","XS-LS-6020","BLM13-6020","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,16,0,0,1.04849,7.6768298,6.8239198,0.210015,0.914063,0.544989,0.471943,342,471.0629883,267.3630066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.5551987,-109.8180008,NA,NA,NA,NA,"Mosby Creek","6/23/2016","71AD1DF0-85E7-4E7C-BE9C-A2B982B88D6A","G3052","UNEQUAL-075","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.809985,7.4207602,17.4015999,0.79811,1.13463,0.791414,0,387,563.5629883,29.4535999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.5555,-109.401001,NA,NA,NA,NA,"Big Brush Creek","9/16/2016","13F4F066-A689-408D-97D7-745982C29CEE","G4171","UNEQUAL-067","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,26,5,0.428882,0.872731,15.5150995,16.3327007,7.1901898,1.0959899,1.76738,0.425178,250,507.0549927,479.2340088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.5606003,-109.6149979,NA,NA,NA,NA,"Ashley Creek","9/23/2015","6992844013","XE-LS-5031","BLM13-5031","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,4,4,0.0158009,0.674726,1.96342,1.01946,0.782536,0.60172,1.0557899,0.0917794,296,661.7919922,278.493988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.8628006,-109.1389999,NA,NA,NA,NA,"Green River","9/7/2016","B2B8AC28-84B2-4CB8-B5B5-AE0DC2E51D2C","VE-RV-10797","BLMMaster-10797","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,473,129,51.325901,0.782958,48.3242989,27.7789993,1375.599976,0.950438,0.753905,2.6463101,218,353.9580078,39940.80078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.9416008,-109.3929977,NA,NA,NA,NA,"12345 FID00204653 White River","7/21/2015","3805533574","CO-RO-9422","BLM14-9422","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,147,23,0.471116,0.890376,59.1334991,23.9929008,71.0037003,0.82094,0.53933,2.4414401,219,469.0369873,10562.59961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.8111,-109.8779984,NA,NA,NA,NA,"GREEN RIVER","9/10/2013","13525","XE-RM-5073","BLM13-5073","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,70,8,0.0303313,0.911208,50.9424019,10.2673998,43.3933983,0.725805,0.287745,1.18802,206,342.3930054,5000.359863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.4063988,-109.1829987,NA,NA,NA,NA,"South Fork Cub Creek","6/22/2016","838114BE-25F8-49CF-9DEB-1DCE2C50239D","G201O2","UNEQUAL-081","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,0,0,1.3028001,84.5814972,6.7817502,0,0.598847,0,0.0292139,268,343.7430115,40.0494003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.5903015,-109.4639969,NA,NA,NA,NA,"Big Brush Creek","9/29/2016","AF0B5383-C294-4F4C-9C6A-541448ED3D59","VE-LS-15517","BLMMaster-15517","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,14,4,0.398045,0.844957,3.7974999,19.4097996,7.1901798,1.0103199,2.1505101,0.0850162,254,541.9279785,204.3139954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",40.8917007,-109.276001,NA,NA,NA,NA,"Jackson Creek","7/21/2016","B222D033-963E-4AA8-A373-BC8584D68624","VE-SS-12601","BLMMaster-12601","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.506685,41.2933006,45.3681984,0,0.86486,1.2867301,0.0032168,340,447.1199951,55.9560013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.8126984,-109.913002,NA,NA,NA,NA,"Nine Mile Creek","8/16/2016","4D5FC11E-C6BF-4740-AC3A-E477CE38F9B4","VE-RV-10397","BLMMaster-10397","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0.0004564,0.715295,62.5077019,25.2033997,0,0.636433,0.632339,0.278711,194,409.7640076,1150.869995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ANTHRO",39.5158997,-109.0599976,NA,NA,NA,NA,"Unamed","7/13/2016","7840387E-6EEE-4BE0-8C93-AD05031D67EE","VE-SS-13005","BLMMaster-13005","UT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0.720275,68.8376007,31.1625996,0,0.75939,0,1.68273,451,494.0419922,29.2024994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
