"*Standardized to OTU and fixed count, see Metadata for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleID,Station (NAMC),Station (Customer),Waterbody,County,State,Latitude,Longitude,Collection Date,Habitat Sampled ,Collection Method,Field Notes,Lab Notes,Area sampled (m^2),Field Split,Lab Split,Split Count,Fixed Count,Big Rare Count,Richness*,Abundance,Shannon's Diversity*,Simpson's Diversity*,Evenness*,# of EPT Taxa*,EPT Taxa Abundance,Dominant Family,Abundance of Dominant Family,Dominant Taxa,Abundance of Dominant Taxa,Hilsenhoff Biotic Index*,# of Intolerant Taxa*,Intolerant Taxa abundance,# of Tolerant Taxa*,Tolerant Taxa abundance,USFS Community Tolerance Quotient (d)*,# of shredder taxa*,Shredder Abundance,# of scraper taxa*,Scraper abundance,# of collector-filterer taxa*,Collector-filterer abundance,# of collector-gatherer taxa*,Collector-gatherer abundance,# of predator taxa*,Predator abundance,# of clinger taxa*,Long-lived Taxa*,# of Ephemeroptera taxa*,Ephemeroptera abundance,# of Plecoptera taxa*,Plecoptera abundance,# of Trichoptera taxa*,Trichoptera abundance,# of Coleoptera taxa*,Coleoptera abundance,# of Elmidae Taxa*,Elmidae abundance,# of Megaloptera taxa*,Megaloptera abundance,# of Diptera taxa*,Diptera abundance,# of Chironomidae taxa*,Chironomidae abundance,# of Crustacea taxa*,Crustacea abundance,# of Oligochaete taxa*,Oligochaete abundance,# of Mollusca taxa*,Mollusca abundance,# of Insect taxa*,Insect abundance,# of Non-insect taxa*,Non-insect abundance
173239,ORFOR1010,ORFOR1010,CLARKS FRK CRK/FOURBIT CRK,Jackson,OR,42.49687661,-122.337316,6/14/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,83,77,0,9,83,1.129664903,0.530416951,0.514132654,4,4,Chironomidae,13,Oligochaeta,51,1.090909091,3,3,0,0,108,1,1,2,7,0,0,1,65,4,8,3,0,1,1,1,1,2,2,1,5,0,0,0,0,1,15,1,13,0,0,1,51,1,7,6,24,3,59
173240,ORFOR-1002,ORFOR9002,Clarks Fork Creek/Fourbit Creek,Jackson,OR,42.51508,-122.35728,6/28/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,50,690,300,2,30,1380,2.570601995,0.884749164,0.755793242,21,698,Chironomidae,332,Baetis,240,3.773333333,14,284,0,0,61,6,152,6,90,1,30,5,696,8,166,14,3,9,454,7,178,5,66,2,216,2,100,0,0,5,376,3,332,0,0,0,0,1,6,28,1290,2,90
173241,ORFOR-1004,ORFOR9004,Clarks Fork Creek/Fourbit Creek,Jackson,OR,42.49,-122.31031,6/28/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,192,190,0,11,192,1.508891803,0.731272626,0.629256757,2,8,Simuliidae,60,Oligochaeta,59,3.736842105,1,6,0,0,99,1,4,0,0,1,60,2,115,4,9,2,1,0,0,0,2,2,6,0,0,0,0,0,0,5,117,3,55,0,0,1,59,0,0,7,125,2,63
173242,ORHHE-1001,ORHHE1001,Fall Creek/Hehe Creek,Lane,OR,43.99763,-122.49966,8/20/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,43.75,660,300,7,34,1509,2.751176296,0.910746934,0.780174425,20,887,Chironomidae,304,Orthocladiinae,194,3.693333333,10,402,0,0,64,3,217,7,73,4,448,7,505,8,203,14,5,8,231,5,272,7,384,2,46,2,14,0,0,6,526,2,304,0,0,1,7,1,16,29,1470,3,37
173243,ORHHE-1002,ORHHE1002,Fall Creek/Hehe Creek,Lane,OR,44.02523,-122.42217,8/20/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,253,223,0,40,253,3.114772657,0.937098534,0.844368241,24,169,Perlidae,41,Hesperoperla pacifica,32,2.964125561,16,110,0,0,60,3,23,7,29,4,18,8,81,12,82,23,9,8,53,7,77,9,39,5,27,5,18,0,0,8,48,2,35,0,0,0,0,1,3,38,245,2,8
173244,ORHHE-1003,ORHHE1003,Fall Creek/Hehe Creek,Lane,OR,43.98499,-122.43851,8/23/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,490,300,0,31,490,2.82960226,0.915919732,0.823999069,15,286,Hydropsychidae,105,Juga,72,2.643333333,11,93,1,1,72,3,13,9,130,3,123,5,103,6,62,19,11,6,116,4,54,5,116,6,63,5,45,0,1,6,45,2,12,0,0,1,18,1,72,28,396,3,94
173245,ORHHE-1012,ORHHE1012,Fall Creek/Hehe Creek,Lane,OR,44.00222,-122.45469,8/21/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,317,280,0,32,317,2.829389014,0.91359447,0.8163891,20,182,Elmidae,88,Optioservus quadrimaculatus,51,3.017857143,10,66,0,0,71,4,33,6,23,4,47,4,59,8,65,18,10,7,69,7,64,6,49,6,88,6,88,0,0,3,30,1,3,0,0,1,2,1,8,29,300,3,17
173246,ORHHE-1016,ORHHE1016,Fall Creek/Hehe Creek,Lane,OR,43.98419,-122.49138,8/23/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,75,789,300,7,34,1052,2.932953729,0.934113712,0.831722596,17,464,Hydropsychidae,152,Simulium,120,3.386666667,12,148,0,1,76,3,31,5,183,3,273,6,308,9,112,14,10,6,212,7,87,4,165,6,152,5,68,0,0,6,283,2,121,0,0,1,33,1,99,29,899,3,152
173247,ORHHE-1017,ORHHE1017,Fall Creek/Hehe Creek,Lane,OR,44.00886,-122.44913,8/22/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,40.63000107,721,300,17,30,1775,2.505785383,0.869409142,0.736736244,19,1218,Baetidae,352,Simulium,345,3.653333333,11,295,1,5,64,4,276,7,74,3,672,5,485,6,199,19,8,6,426,4,362,9,431,5,66,5,42,0,0,4,468,2,113,0,0,0,0,1,5,28,1752,2,22
173248,ORHHE-1024,ORHHE1024,Fall Creek/Hehe Creek,Lane,OR,43.99673,-122.47588,8/21/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,224,185,0,42,224,3.183186377,0.945299647,0.851650012,26,174,Hydropsychidae,32,Yoraperla,24,2.167567568,16,89,2,2,49,6,66,9,30,4,36,8,25,9,37,18,10,7,26,10,92,9,56,2,15,2,15,0,0,10,28,3,13,0,0,0,0,1,1,39,218,2,6
173249,ORHHE-1002,ORHHE9002,Fall Creek/Hehe Creek,Lane,OR,44.02523,-122.42217,8/24/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,75,590,300,9,33,787,2.576115219,0.865373467,0.736768096,17,353,Chironomidae,287,Chironominae,223,3.433333333,13,257,0,0,67,2,95,6,119,2,19,7,405,12,125,12,6,8,144,5,103,4,107,3,27,3,12,0,0,10,315,3,287,0,0,0,1,1,80,31,699,2,88
173250,ORHHE-1012,ORHHE9012,Fall Creek/Hehe Creek,Lane,OR,44.00222,-122.45469,8/26/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,259,223,0,37,259,2.865061459,0.912778249,0.793444085,21,142,Baetidae,50,Baetis,48,3.340807175,14,49,0,0,80,4,6,9,34,3,44,6,84,9,50,22,10,7,80,5,25,9,37,6,42,5,41,1,2,5,43,2,12,0,0,1,3,1,14,33,229,3,30
173251,ORHHE-1016,ORHHE9016,Fall Creek/Hehe Creek,Lane,OR,43.98419,-122.49138,8/24/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,281,268,0,32,281,2.793815016,0.91218067,0.806124614,15,116,Hydrobiidae,59,Hydrobiidae,59,2.518656716,10,72,0,0,74,3,19,7,98,4,24,4,37,9,62,16,10,5,47,5,50,5,19,7,55,5,53,0,0,8,41,2,13,0,0,0,0,1,59,30,212,2,69
173252,ORHHE-1017,ORHHE9017,Fall Creek/Hehe Creek,Lane,OR,44.00886,-122.44913,8/25/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,701,300,0,35,701,2.991388656,0.93393534,0.84137716,18,352,Elmidae,136,Yoraperla,97,2.47,14,213,0,0,69,6,208,6,87,2,5,5,161,11,116,16,12,5,68,8,170,5,114,6,142,5,65,0,0,7,133,3,114,0,0,1,3,1,43,32,636,3,64
173253,ORLAR1004,ORLAR1004,Larison Creek-Middle Fork Willamette River,Lane,OR,43.68862534,-122.4867935,8/7/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,141,107,0,33,141,2.879569677,0.918709222,0.82355597,15,63,Elmidae,34,Heterlimnius,23,3.242990654,11,46,0,0,76,2,4,5,34,3,11,6,13,10,43,15,8,4,18,5,29,6,16,5,50,4,32,0,0,9,21,2,4,0,0,0,0,1,3,30,135,2,6
173254,ORLAR1006,ORLAR1006,Larison Creek-Middle Fork Willamette River,Lane,OR,43.68823242,-122.5316391,8/10/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,311,270,0,35,311,2.167527818,0.745119097,0.609652777,23,157,Chironomidae,138,Orthocladiinae,130,4.485185185,14,57,0,0,54,5,19,9,50,2,6,5,192,8,34,20,8,8,95,11,42,4,20,5,9,3,4,0,0,6,143,2,138,0,0,0,0,0,0,34,309,1,2
173255,ORLAR9021,ORLAR1021,Larison Creek-Middle Fork Willamette River,Lane,OR,43.68597412,-122.4714966,8/7/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,303,232,0,38,303,3.094048827,0.931482311,0.850577469,19,186,Baetidae,47,Baetis,43,2.86637931,12,99,0,0,68,1,16,9,64,3,10,7,80,12,86,22,11,7,82,5,64,7,40,7,53,5,40,0,0,7,35,2,16,0,0,1,2,1,14,35,282,3,21
173256,ORLAR1022,ORLAR1022,Larison Creek-Middle Fork Willamette River,Lane,OR,43.68811035,-122.5213165,8/9/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,78,40,0,21,78,2.702984109,0.926923077,0.887818751,14,68,Perlidae,13,Perlidae,12,2.9,9,29,0,0,62,2,9,2,12,4,19,4,9,6,25,11,5,3,14,6,25,5,29,3,6,2,4,0,0,4,4,2,2,0,0,0,0,0,0,21,78,0,0
173257,ORLAR1024,ORLAR1024,Larison Creek-Middle Fork Willamette River,Lane,OR,43.6904068,-122.4959641,8/6/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,186,141,0,33,186,2.900453954,0.923809524,0.829528867,21,141,Heptageniidae,26,Heptageniidae,23,2.964539007,13,74,0,0,55,3,22,6,40,4,35,7,48,8,30,15,5,6,71,6,27,9,43,2,3,2,3,0,0,8,39,3,9,0,0,1,1,1,2,31,183,2,3
173258,ORLAR1027,ORLAR1027,Larison Creek-Middle Fork Willamette River,Lane,OR,43.6870079,-122.465744,8/7/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,526,300,0,42,526,3.217520438,0.950457079,0.860835967,22,271,Heptageniidae,90,Heptageniidae,76,3.433333333,15,131,0,0,73,1,30,9,144,3,50,9,124,15,99,19,9,9,151,7,82,6,38,5,102,4,55,0,0,10,112,3,52,0,0,0,0,2,18,39,489,3,37
173259,ORLAR9021,ORLAR9021,Larison Creek-Middle Fork Willamette River,Lane,OR,43.68597412,-122.4714966,8/24/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,559,300,0,35,559,2.687211991,0.888071349,0.755822481,21,424,Hydropsychidae,108,Hydropsyche,106,3.19,16,133,0,0,67,4,47,6,124,4,129,4,124,13,71,15,7,3,186,8,92,10,146,4,73,2,40,1,3,5,35,2,12,0,0,1,1,1,12,32,537,3,22
173260,ORLNG-1001,ORLNG1001,Layng Creek,Lane,OR,43.72869,-122.6252,6/27/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,417,300,0,31,417,2.166573332,0.73212932,0.630920619,20,341,Baetidae,208,Baetis,206,3.446666667,13,92,0,0,57,3,12,4,31,3,29,4,251,11,44,16,6,6,253,6,65,8,23,3,15,3,11,0,0,6,54,2,20,0,0,1,4,0,0,29,410,2,7
173261,ORLNG-1002,ORLNG1002,Layng Creek,Lane,OR,43.7324,-122.65161,6/12/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,53.13000107,738,300,6,34,1389,2.229152371,0.81877369,0.632139668,20,856,Baetidae,467,Baetis,461,4.103333333,12,318,1,11,63,4,30,10,128,3,17,5,1016,6,81,18,9,7,664,7,162,6,30,5,23,3,9,0,0,5,482,2,444,0,0,1,8,1,8,31,1363,3,26
173262,ORLNG-1003,ORLNG1003,Layng Creek,Lane,OR,43.74729,-122.66849,6/14/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,62.5,705,300,2,37,1128,2.486417427,0.85632107,0.688583204,22,758,Baetidae,280,Baetis,275,3.506666667,16,432,0,0,60,4,66,7,66,2,10,6,595,13,139,16,8,10,379,8,349,4,30,3,22,2,3,0,0,8,285,3,267,0,0,1,24,1,8,34,1075,3,53
173263,ORLNG-1004,ORLNG1004,Layng Creek,Lane,OR,43.74701,-122.72931,6/12/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,545,300,0,32,545,2.411334373,0.847090301,0.695764028,20,438,Baetidae,166,Baetis,161,3.35,11,132,1,2,56,3,30,5,23,5,27,4,341,10,67,14,3,6,279,6,120,8,39,1,2,1,1,0,0,6,78,2,64,0,0,1,15,1,3,27,518,3,25
173264,ORLNG1005,ORLNG1005,LAYNG CREEK,Lane,OR,43.74749056,-122.6568645,6/15/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,50,605,300,5,30,1210,2.202506985,0.747335563,0.647568117,20,1074,Baetidae,594,Baetis,582,3.193333333,13,246,0,2,49,7,168,6,122,2,46,3,746,5,54,12,5,6,800,8,206,6,68,2,38,2,24,0,0,4,76,1,46,0,0,1,10,1,2,26,1190,3,18
173265,ORLNG1006,ORLNG1006,LAYNG CREEK,Lane,OR,43.68461753,-122.6689967,6/12/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,483,300,0,43,483,2.970704425,0.921895206,0.789828867,23,316,Chironomidae,89,Baetis,65,2.766666667,14,162,0,0,66,6,35,6,32,2,3,7,240,10,86,15,9,9,162,9,131,5,23,4,12,3,7,0,0,9,100,3,89,0,0,1,9,2,3,37,429,4,47
173266,ORLNG-1004,ORLNG9004,Layng Creek,Lane,OR,43.74701,-122.72931,6/28/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,190,180,0,23,190,2.078381748,0.753196772,0.66285619,17,171,Baetidae,85,Baetis,85,3.138888889,8,43,0,0,48,5,22,4,22,2,11,3,103,5,9,11,4,6,110,7,45,4,16,1,2,1,2,0,0,3,10,1,7,0,0,1,6,0,0,21,183,2,7
173267,ORLNG1005,ORLNG9005,LAYNG CREEK,Lane,OR,43.74749056,-122.6568645,6/30/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,615,300,0,28,615,1.790139886,0.650189521,0.537223895,20,517,Baetidae,325,Baetis,324,3.753333333,12,108,0,0,54,2,50,7,63,2,17,5,425,5,30,14,5,9,423,7,75,4,19,3,21,3,10,0,0,3,73,2,60,0,0,0,0,0,1,27,612,1,3
173268,ORLNG1006,ORLNG9006,LAYNG CREEK,Lane,OR,43.68461753,-122.6689967,6/29/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,519,300,0,31,519,2.542900857,0.861270903,0.740509706,20,420,Baetidae,141,Baetis,141,2.94,11,162,0,0,56,4,113,7,38,2,13,5,281,6,39,14,5,7,241,7,157,6,22,3,22,3,18,0,0,4,62,2,46,0,0,1,4,1,1,27,504,3,15
173269,ORLNS1012,ORLNS1012,LOWER NF SMITH RIVER,Douglas,OR,43.87393523,-123.8948544,7/25/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,310,249,0,33,310,2.741771554,0.906820832,0.784145753,21,188,Hydropsychidae,84,Hydropsyche,46,2.710843373,10,54,1,1,81,3,8,6,95,4,96,6,45,8,48,16,5,7,53,4,29,10,106,3,26,3,26,0,0,6,30,3,24,0,0,1,5,1,44,30,244,3,66
173270,ORLNS1018,ORLNS1018,LOWER NF SMITH RIVER,Douglas,OR,43.8753327,-123.8825123,7/26/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,254,217,0,30,254,2.613838495,0.902628435,0.768505382,16,97,Chironomidae,66,Chironominae,38,3.258064516,9,38,1,6,85,2,5,6,60,2,19,9,107,6,49,6,4,6,58,3,5,7,34,1,27,1,27,0,0,6,76,3,66,0,0,1,5,2,5,24,201,4,50
173271,ORLNS1021,ORLNS1021,LOWER NF SMITH RIVER,Douglas,OR,43.87863103,-123.9060638,7/23/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,278,276,0,27,278,2.791836722,0.918471673,0.847079766,15,141,Elmidae,50,Hydropsyche,39,3.387681159,9,54,0,0,69,2,9,6,89,5,56,5,74,5,33,12,4,6,65,2,15,7,61,2,50,2,50,0,0,6,58,3,45,0,0,0,0,2,13,24,252,3,26
173272,ORLNS1032,ORLNS1032,LOWER NF SMITH RIVER,Douglas,OR,43.87752477,-123.8734267,7/27/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,454,300,0,23,454,2.308668983,0.842430323,0.736301465,13,157,Chironomidae,182,Chironominae,124,4.256666667,8,64,0,0,77,1,7,2,102,3,71,7,199,8,50,8,3,6,65,3,22,4,70,2,54,2,42,0,0,5,221,3,182,0,0,1,5,0,0,21,433,2,21
173273,ORLNS1037,ORLNS1037,LOWER NF SMITH RIVER,Douglas,OR,43.87764497,-123.8976784,7/24/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,322,270,0,29,322,2.631159708,0.891725182,0.781386561,14,214,Chironomidae,58,Hydropsyche,57,3.52962963,10,50,0,0,73,2,8,5,72,4,73,7,127,7,27,11,4,6,112,2,7,6,95,2,22,2,22,0,0,6,65,3,58,0,0,1,3,3,9,23,302,5,19
173274,ORLNS1048,ORLNS1048,LOWER NF SMITH RIVER,Douglas,OR,43.87419223,-123.8898062,7/28/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,336,300,0,30,336,2.395191931,0.856856187,0.704220209,14,103,Chironomidae,97,Chironominae,72,2.796666667,8,55,0,0,85,1,14,6,56,4,11,7,131,6,105,10,3,5,57,2,9,7,37,1,28,1,28,0,0,7,103,4,97,0,0,1,3,3,14,23,235,5,98
173275,ORLRV1004,ORLRV1004,Headwaters Little River,Douglas,OR,43.1877594,-122.7670898,7/21/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,50,593,300,0,29,1186,2.497795359,0.886911929,0.74178079,20,768,Chironomidae,368,Orthocladiinae,214,3.37,13,476,0,0,56,6,350,3,36,3,76,5,460,8,124,14,6,4,124,9,542,7,102,2,12,2,6,0,0,5,394,3,368,0,0,1,2,0,2,27,1174,2,12
173276,ORLRV1007,ORLRV1007,Headwaters Little River,Douglas,OR,43.17987823,-122.7659225,7/23/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,325,300,0,46,325,2.935489918,0.908249721,0.766718429,27,227,Baetidae,73,Baetis,72,2.986666667,17,115,0,0,54,7,56,9,45,3,10,5,125,14,46,20,10,10,105,8,87,9,35,6,30,5,27,0,0,10,50,3,36,0,0,1,9,0,0,44,309,2,16
173277,ORLRV1009,ORLRV1009,Headwaters Little River,Douglas,OR,43.21521759,-122.7632446,7/25/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,620,300,0,41,620,2.788860368,0.89703456,0.750991314,25,362,Simuliidae,142,Simulium,142,2.99,15,218,0,0,59,5,38,11,138,3,151,6,173,9,88,21,10,9,209,7,104,9,49,5,27,4,10,0,0,7,185,3,33,0,0,1,40,1,4,38,575,3,45
173278,ORLRV1010,ORLRV1010,Headwaters Little River,Douglas,OR,43.21506882,-122.7873154,7/25/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,87.5,505,300,0,33,577,2.662967058,0.885105909,0.761607693,21,445,Ephemerellidae,139,Drunella doddsii,135,2.233333333,13,335,0,0,56,2,5,7,174,4,19,6,162,9,171,18,7,8,239,5,98,8,107,4,29,3,11,0,0,5,80,2,69,0,0,1,10,0,0,31,558,2,18
173279,ORLRV1011,ORLRV1011,Headwaters Little River,Douglas,OR,43.21463776,-122.6938705,7/25/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,62.5,589,300,14,39,942,2.462579631,0.781493868,0.672181846,25,363,Chironomidae,470,Orthocladiinae,392,4.12,19,216,1,2,60,5,123,3,43,2,14,7,571,14,115,16,5,7,138,9,149,9,77,2,29,2,19,0,2,6,486,3,470,1,2,1,11,1,3,34,882,4,45
173280,ORLRV1015,ORLRV1015,Headwaters Little River,Douglas,OR,43.18930817,-122.7627029,7/22/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,31.25,827,300,24,39,2646,2.715328828,0.890702341,0.741171868,26,1968,Peltoperlidae,582,Yoraperla,582,2.866666667,16,656,0,0,54,5,864,10,208,3,90,5,1040,10,275,22,9,9,742,6,960,11,266,5,77,3,26,0,0,6,547,3,483,0,0,0,0,1,10,37,2598,2,48
173281,ORLRV1016,ORLRV1016,Headwaters Little River,Douglas,OR,43.21635818,-122.7286758,7/23/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,241,206,0,39,241,2.981163529,0.920719867,0.813733688,26,167,Chironomidae,54,Baetis,38,3.422330097,16,76,0,0,49,5,17,9,38,2,7,7,117,8,37,21,7,8,90,10,58,8,19,4,9,3,8,0,0,7,60,3,54,0,0,1,2,0,0,37,237,1,4
173282,ORLRV1018,ORLRV1018,Headwaters Little River,Douglas,OR,43.22467804,-122.7143326,7/24/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,392,296,0,36,392,3.112344051,0.942945488,0.868516144,24,288,Chironomidae,59,Trichoptera,56,2.77027027,13,101,0,0,52,6,73,6,26,1,32,6,100,9,73,16,5,7,67,10,101,7,120,2,9,2,9,0,0,7,78,3,59,0,0,1,6,0,0,33,375,2,13
173283,ORSHA1001,ORSHA1001,Shasta Costa Creek,Curry,OR,42.57530594,-124.0276794,7/11/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,355,300,0,42,355,2.7627919,0.873110368,0.739174989,27,198,Chironomidae,116,Orthocladiinae,99,3.813333333,16,88,0,0,57,5,24,9,49,4,22,5,189,12,40,20,10,8,99,9,64,10,35,4,7,2,3,0,0,8,137,3,116,0,0,0,0,0,0,41,349,1,6
173284,ORSHA-1010,ORSHA1010,Shasta Costa Creek,Curry,OR,42.57721,-124.02345,7/10/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,122,112,0,20,122,2.421019772,0.872104247,0.808156254,11,70,Baetidae,33,Baetis,31,3.794642857,8,19,0,0,65,2,5,4,12,2,26,6,62,4,13,11,3,5,46,2,4,4,20,2,7,2,6,0,0,6,41,2,12,0,0,0,0,0,0,19,118,1,4
173285,ORSHA-1016,ORSHA1016,Shasta Costa Creek,Curry,OR,42.57379,-124.03525,7/12/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,345,300,0,33,345,2.830871936,0.927023411,0.809628432,15,119,Chironomidae,85,Orthocladiinae,43,3.566666667,11,64,1,2,83,2,2,9,76,1,27,7,121,9,59,15,8,5,45,5,47,5,27,5,45,4,41,0,0,9,126,3,85,0,0,0,0,1,29,30,291,2,54
173286,ORSHA-1037,ORSHA1037,Shasta Costa Creek,Curry,OR,42.57191,-124.03947,7/9/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,25,659,300,10,37,2636,2.644783431,0.888695652,0.732440752,17,940,Simuliidae,664,Simulium,664,4.04,10,368,0,0,74,1,4,6,332,3,760,8,1056,13,264,18,8,6,436,4,108,7,396,4,152,3,84,0,0,11,1384,3,580,0,0,0,0,1,24,34,2484,2,144
173287,ORSHA-1051,ORSHA1051,Shasta Costa Creek,Curry,OR,42.57044,-124.04261,7/8/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,25,541,300,12,20,2164,1.656807956,0.649498328,0.553056083,10,272,Chironomidae,1276,Orthocladiinae,1132,5.026666667,6,132,0,0,82,1,4,4,48,3,100,5,1396,4,244,8,6,3,104,3,56,4,112,3,340,2,184,0,0,4,1424,2,1276,0,0,1,4,1,12,17,2036,3,128
173288,ORSTM-1004,ORSTM1004,Headwaters Steamboat Creek,Lane,OR,43.50601959,-122.5878067,8/9/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,396,300,0,40,396,2.96552173,0.928026756,0.803908549,25,258,Chironomidae,97,Chironominae,49,3.343333333,16,121,0,0,60,4,27,8,80,3,40,8,135,8,91,25,10,11,114,7,103,7,41,7,21,6,16,0,0,6,106,3,97,0,0,0,0,0,0,38,385,1,11
173289,ORSTM1005,ORSTM1005,STEAMBOAT HEADWATERS,Lane,OR,43.49765911,-122.6401313,8/9/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,458,300,0,33,458,2.87526619,0.922318841,0.822325174,17,327,Nemouridae,135,Malenka,59,2.123333333,12,235,0,0,56,5,112,4,57,1,10,7,77,11,127,13,9,4,63,7,190,6,74,4,28,3,16,0,1,8,57,3,41,1,1,0,0,0,0,31,417,2,41
173290,ORSTM-1006,ORSTM1006,Steamboat Headwaters/City Creek,Lane,OR,43.52738,-122.61001,8/6/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,184,156,0,27,184,2.581910951,0.877419355,0.783385542,15,120,Peltoperlidae,46,Yoraperla,46,2.237179487,10,45,0,0,64,5,66,3,23,1,7,5,16,8,69,9,7,5,16,5,72,5,32,4,21,2,3,1,1,5,29,3,26,0,0,0,0,0,0,26,172,1,12
173291,ORSTM-1007,ORSTM1007,Steamboat Headwaters/City Creek,Lane,OR,43.51561152,-122.5870138,8/7/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,374,290,0,36,374,2.74010263,0.890943801,0.764640198,21,240,Chironomidae,82,Chironominae,66,3.206896552,13,150,1,4,57,2,66,8,107,2,3,10,126,7,44,19,7,10,119,4,37,7,84,4,29,3,21,0,0,8,93,2,82,0,0,1,1,0,0,34,365,2,9
173292,ORSTM-1011,ORSTM1011,Steamboat Headwaters/City Creek,Lane,OR,43.50348,-122.60027,8/7/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,51,42,0,21,51,2.738723643,0.932636469,0.899557713,13,28,Gomphidae,9,Gomphidae,9,1.904761905,11,33,0,0,78,3,4,4,5,1,1,3,4,5,28,11,5,5,5,4,17,4,6,2,5,2,5,0,0,4,5,1,2,0,0,0,0,0,0,20,47,1,4
173293,ORSTM-1012,ORSTM1012,Steamboat Headwaters/City Creek,Lane,OR,43.53216,-122.57767,8/10/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,443,300,0,35,443,2.844052758,0.895384615,0.799936521,22,370,Nemouridae,113,Zapada cinctipes,105,2.143333333,16,239,0,0,51,6,172,4,34,2,6,5,95,13,89,15,7,7,110,6,180,9,80,2,7,2,5,1,1,8,46,3,34,0,0,0,0,0,0,34,426,1,17
173294,ORSTM-1013,ORSTM1013,Steamboat Headwaters/City Creek,Lane,OR,43.50536,-122.67734,8/8/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,240,185,0,32,240,3.076778398,0.94800235,0.887770587,24,189,Chironomidae,25,Heptageniidae,20,2.340540541,16,101,0,0,52,6,19,6,53,1,7,5,62,11,75,17,8,7,66,7,56,10,67,2,11,2,11,1,1,3,26,3,25,1,1,0,0,0,0,30,227,2,13
173295,ORSTM-1018,ORSTM1018,Steamboat Headwaters/City Creek,Lane,OR,43.51549,-122.56447,8/10/2020,Targeted Riffle,Kick net,NULL,NULL,1,100,100,327,262,0,28,327,2.684599747,0.883419613,0.805652756,19,266,Baetidae,85,Baetis,78,3.129770992,12,135,0,0,58,4,32,5,51,3,33,5,110,8,98,13,3,8,134,3,80,8,52,2,6,2,6,0,0,5,48,2,20,0,0,0,0,0,0,27,321,1,6
